season	episode	clip	text	label
S06	E01	461	might i suggest you not look up at the ceiling tonight?	Advise
S06	E01	340	agh! sorry, guys.	Apologise
S04	E01	319	um, noam, don't cry.	Comfort
S04	E17	494	um, uh, i'm sorry.	Apologise
S05	E09	91	hey. nice lab coat.	Praise
S05	E10	449	yeah, it's too bad.	Complain
S05	E16	272	you know, the service around here is spotty.	Complain
S05	E19	348	i know. i figured. thank you.	Thank
S05	E06	203	um, could you excuse me for just a minute?	Leave
S04	E03	186	god, i hate that guy.	Complain
S04	E14	137	hey guys, you won't be hearing from me for the next five hours	Inform
S05	E07	26	ha. yeah, it was.	Agree
S04	E10	351	harrison, stop burping into the intercom.	Prevent
S05	E19	46	anyway, how's it going? have you raised the wage yet?	Care
S04	E01	198	oh. that's cool.	Praise
S06	E02	38	so sandra, you're cleaning carts.	Arrange
S05	E11	464	guys, she is not listening to us.	Criticize
S05	E18	260	hey, justine	Greet
S05	E17	378	why i've been able to earn my employees' respect.	Flaunt
S06	E02	333	i just wanted to say how very proud i, glenn, am of you.	Praise
S04	E16	510	i think i might be going crazy.	Complain
S05	E18	503	while poor, little rosie sits at home with an old schoolmarm.	Taunt
S05	E10	65	what's up with the tree?	Care
S05	E19	460	we were all really out of line.	Apologise
S05	E08	315	okay, sir, i'm sorry.	Apologise
S04	E03	98	wow. that's a good run.	Praise
S04	E09	528	glenn, thank you.	Thank
S06	E08	499	you did hit mateo for being undocumented.	Criticize
S05	E15	255	but no, i don't like criminals, okay?	Oppose
S05	E13	99	look, this is the most expensive merch in the store.	Introduce
S04	E01	87	thanks for checking in, though!	Thank
S04	E07	427	you're fired.	Inform
S06	E03	139	right, but we could just buy more walkies.	Advise
S05	E16	51	i got the super sharer badge.	Flaunt
S04	E14	544	yup, don't worry about me.	Comfort
S05	E09	325	hi.	Greet
S05	E09	63	pretty soon, people are gonna have to pee in bottles.	Complain
S04	E12	61	oh, now you just look like a sad clown.	Joke
S05	E14	229	okay, the seating cards are placed.	Arrange
S05	E19	210	i'll just have carol work with me for today.	Arrange
S04	E12	289	but did any of you listen to me?	Complain
S05	E07	332	fine, okay.	Agree
S05	E16	501	jonah was the ringleader.	Criticize
S05	E11	250	oh, oh, glenn, glenn, glenn!	Greet
S06	E09	527	havarti, great cheese on a sandwich	Introduce
S05	E07	265	oh, it'll be fine.	Comfort
S05	E18	314	it's really cute.	Praise
S05	E17	505	it was cheyenne. she took the care packages.	Introduce
S05	E06	14	aww, man, then i won't get to hear jonah lecture us	Taunt
S06	E03	33	we need someone to replace me as floor supervisor.	Inform
S04	E04	101	you're like one of those monks in tibet.	Joke
S06	E05	177	okay, guys, so this list is to come up with issues that are affecting black customers and employees.	Inform
S05	E11	495	but first, can you sneak me a burger?	Ask for help
S06	E10	242	thanks so much.	Thank
S05	E06	134	i mean, you help, obviously, and i so appreciate it	Thank
S04	E16	453	yeah, amy was just the one sitting watching us in the dark without our consent.	Criticize
S06	E01	366	anti-looting procedures.	Introduce
S05	E09	556	oh, nice, jer!	Praise
S05	E15	558	zephra just sent a mass email saying that cloud 9 employees now get 50% off	Inform
S06	E06	213	we all wish we could just rip that pain out of your body	Comfort
S05	E07	566	that this company was extorting these people	Complain
S05	E08	60	attention, cloud 9 shoppers	Inform
S05	E09	580	well, you're lucky. you pull it off.	Praise
S04	E17	294	fantastic. life of the party.	Praise
S04	E07	96	i do not like small talk, and i hate smiling all day like an idiot.	Complain
S04	E11	191	relax, i'm not going to pressure you.	Comfort
S05	E20	547	yeah, okay, real quick. i don't want you to panic	Comfort
S04	E04	307	you are a real hero, you know that?	Praise
S05	E15	343	sorry, you just said that. sorry, thank you.	Apologise
S06	E07	561	i'm so sorry.	Apologise
S05	E20	427	yes, same. me too.	Agree
S05	E07	326	uh, excuse me. attention, everybody.	Inform
S05	E07	246	jonah, get my back.	Ask for help
S04	E01	227	oh, yeah, we do. we all hate you.	Criticize
S05	E12	384	oh, wow, okay. nice to meet you.	Greet
S05	E12	297	what?  no, i meant, like, for the rest of, like, however long this is.	Oppose
S06	E03	542	oh, you don't need to count these.	Prevent
S05	E17	172	all right. thank you.	Thank
S05	E18	226	i'm trying to get a tribute band, and i need your opinion.	Ask for help
S05	E10	160	okay, i'm gonna go check on that.	Leave
S05	E07	592	no, no. you're obviously a great manager.	Praise
S06	E07	486	what am i gonna tell my parents?	Complain
S06	E09	16	cheyenne will be handing out new protective equipment.	Inform
S05	E16	321	oh, this is genius.	Praise
S05	E08	305	that's great, thank you.	Thank
S04	E05	206	you are really cooking up something good.	Praise
S05	E11	249	liar.	Criticize
S05	E17	187	don't you dream about someday having what jerry and i have?	Flaunt
S04	E16	331	the, uh, easter decorations all look really great.	Praise
S05	E09	362	yep, i'm just having eric install some shelves.	Arrange
S05	E12	336	she's hard-working and dedicated and, um, uh, very- very serious about security.	Praise
S06	E10	110	you fart face!	Criticize
S05	E07	483	grab a pair of gloves and head over.	Arrange
S05	E09	474	why don't you put on the headset	Advise
S05	E19	458	hey, carol.	Greet
S05	E15	300	what's going on?	Care
S05	E11	279	oh, hey, guys.	Greet
S05	E12	449	let me try this, all right?	Ask for help
S06	E06	422	oh, i'm sorry.	Apologise
S05	E17	446	glenn, don't worry about it.	Comfort
S05	E20	130	oh, no. it's not a game--	Oppose
S05	E14	106	oh! he's great! yeah, he's so nice.	Praise
S06	E07	581	carol, that is so savage.	Criticize
S05	E11	178	good job on the display.	Praise
S05	E17	202	thank you. that's very nice of you.	Thank
S06	E10	3	you're gonna be deposed by carol's lawyer today.	Inform
S05	E07	196	i'm emphasizing  regularly-scheduled	Inform
S05	E09	297	maybe you could help jerry set this up	Advise
S04	E12	401	that sounds like a real bad idea.	Complain
S05	E09	248	dina, some of these orders are insane.	Complain
S05	E15	119	thank you.	Thank
S05	E16	242	i didn't know people took their breaks out here.	Complain
S04	E03	181	oh, don't make this about sexism.	Prevent
S04	E08	165	thank you.	Thank
S05	E02	145	it's not on the list!	Oppose
S05	E07	256	it's not even your fault.	Comfort
S05	E12	199	hi, sandra?	Greet
S05	E13	396	hey, randy.	Greet
S05	E13	481	no--i mean, yes, but not for the reasons you think.	Oppose
S06	E04	434	your manager is listening.	Inform
S05	E14	156	get me a drink!	Ask for help
S04	E17	159	we're gonna take a break and clear the floor	Inform
S05	E15	527	i'm picking you up at 5:00 a.m. tomorrow	Inform
S05	E16	244	oh, i would do anything for some crack right now.	Complain
S06	E04	251	attention cloud 9 employees, this is your manager.	Inform
S05	E16	446	something crazy is happening.	Inform
S04	E13	222	marcus's tattoo. it's way harder than i thought.	Complain
S05	E08	282	thank you for your donation.	Thank
S05	E21	93	cheyenne, you're young and hot.	Praise
S04	E12	104	i don't know why you guys lock up the razor blades.	Complain
S04	E02	117	i hate the--the stupid games and the--the dumb decorations	Complain
S05	E08	341	can i have my gift card, please?	Ask for help
S06	E10	176	uh, no, glenn would never do anything like.	Oppose
S06	E04	1	okay, glenn texted that he's  rubbing a little latte	Inform
S04	E12	168	let's just help ourselves to whatever we need:	Inform
S05	E17	386	how's the interview going?	Care
S05	E07	442	okay, i can't do this anymore.	Complain
S05	E06	101	no, no, no, no, no, no, no! whoa!	Prevent
S05	E13	117	he's eugene! he's the best!	Praise
S05	E17	414	okay, don't be mad	Comfort
S05	E02	21	the old lady who spits at her on the bus?	Joke
S05	E07	200	laptops are for customers.	Inform
S05	E18	106	i just meant he looked like a really good dad.	Praise
S05	E13	319	oh, please. sandra, take it down.	Arrange
S05	E14	427	all right, i'll be back in a few.	Leave
S04	E04	129	man, cheyenne really stepped it up.	Praise
S04	E09	16	i'm sorry, are you okay?	Care
S04	E14	77	it's really nice.	Praise
S04	E01	344	attention, employees- make your way to the break room	Inform
S05	E10	278	okay, i can see that. sorry to waste your time.	Apologise
S05	E07	322	okay, back to work.	Arrange
S04	E06	219	i'll, uh, just get out of here	Leave
S04	E13	33	cute teddy bears are 15% off.	Inform
S05	E21	268	so, tony, sandra is from hawaii.	Introduce
S05	E10	175	cheyenne, let's go.	Leave
S05	E17	210	hey, folks.	Greet
S05	E15	297	i'm feeling a lot of mental distress.	Complain
S04	E01	29	thanks for the company.	Thank
S05	E19	235	i just needed some help with, uh, paperwork, you know	Ask for help
S05	E15	146	please have a seat.	Arrange
S05	E16	334	i really think you're blowing this out of proportion.	Criticize
S05	E11	491	but making men feel better is not my job!	Complain
S05	E13	103	and he's floor supervisor now	Introduce
S04	E01	90	okay. so, sara, i need you to keep cycling out the bins.	Arrange
S04	E14	299	i hate them!	Complain
S05	E07	105	thanks, i like 'em too.	Thank
S05	E15	73	i need you to act casual.	Arrange
S05	E09	398	'cause i'd like to apologize and offer you all	Apologise
S05	E21	273	hey, sorry to interrupt your surprise adoption.	Apologise
S06	E05	422	oh, hey, guys. sorry.	Apologise
S05	E17	263	i'm not dumb!	Oppose
S05	E11	338	yes! thank you so much.	Thank
S05	E08	182	i shouldn't have to leave because you're a bad manager.	Taunt
S04	E12	187	i can make it spin forever.	Flaunt
S04	E14	484	glenn, you're not going to go to prison, okay?	Comfort
S05	E02	217	you're showing your age a little.	Taunt
S04	E01	42	or you guys can just use your phones for all that stuff.	Inform
S05	E18	321	just--come on, jonah. please do the voice.	Ask for help
S05	E16	251	i'm also having a bad time.	Complain
S05	E06	281	are you crying blood?	Care
S05	E18	283	a little st. patrick's day humor there for you.	Joke
S04	E11	194	well, i'd like to think i've matured over the years.	Flaunt
S05	E19	275	i haven't worked in three months. my alimony is late. my ex-wife's lawyers are getting very threatening.	Complain
S05	E11	490	and i'm sorry about that	Apologise
S05	E09	46	collect everything on that order	Arrange
S04	E16	568	that's how filipinos celebrate easter.	Introduce
S04	E17	194	so stop staring at her.	Prevent
S06	E07	442	i have wood floors. it gets dusty.	Inform
S06	E08	61	okay, i'm gonna go. bye, tony.	Leave
S05	E07	61	okay, well, maya can't fire you	Comfort
S05	E21	217	or we could tape a fifth of fireball	Advise
S05	E15	120	probably gonna have to take that plant outside for sun	Advise
S05	E12	131	it's kind of shaped like a triangle.	Introduce
S06	E02	134	please stop. this is hurting me.	Prevent
S05	E10	169	but then people just keep asking me about it, which is making me worry about it, and...	Complain
S05	E14	176	my job is keeping the bride safe.	Inform
S05	E18	545	you could mix grapefruit with espresso.	Advise
S06	E04	443	thank you, marcus.	Thank
S04	E03	56	this is the most boring secret i've ever had to live with.	Complain
S04	E13	299	what do i do?	Ask for help
S05	E17	497	you haul us down here just to give us a bunch of junk?	Criticize
S05	E09	135	i gotta go.	Leave
S05	E09	258	no, you're gonna stand outside	Arrange
S04	E04	51	i thought you were a dirty pile of laundry.	Taunt
S04	E06	385	i find her extremely annoying	Complain
S05	E20	503	well, i am really proud of you.	Praise
S06	E03	212	okay, listen. ultimately, it is your call	Inform
S04	E04	484	thanks. i like yours, too.	Thank
S05	E13	7	we are switching over electronics from supercloud to the new zephra products.	Inform
S05	E17	356	'scuse me. 'scuse me. hi. jonah.	Greet
S06	E09	429	but really you were only using me to get to bo!	Criticize
S06	E04	423	sandra, what is going on in there?	Care
S05	E19	176	how's your first day going, girl?	Care
S05	E09	90	um, oh, uh, mateo, this is my brother eric.	Introduce
S04	E02	251	that sounds wonderful.	Praise
S04	E02	343	thank you so much for including me.	Thank
S04	E06	509	i just want to apologize.	Apologise
S05	E21	2	carol's doing pretty well.	Praise
S05	E20	544	oh, amy, there you are.	Greet
S05	E15	114	right? yeah.	Agree
S06	E05	568	you seemed pretty beefed.	Care
S05	E19	435	look, we don't need an h.r. rep hanging around here auditing us	Inform
S05	E17	447	i'll go figure out how to not send them away empty-handed.	Leave
S05	E14	379	okay, i'm sorry. i just--i panicked.	Apologise
S05	E09	379	well, i guess i'll go get my pumpkin spice salsa by myself, like it's 1950.	Complain
S05	E16	176	heads up, spill in produce	Inform
S06	E02	458	aww, that's pretty. thank you.	Thank
S05	E09	470	oh, what do you see now?	Care
S06	E05	173	how about some new options in our vending machines?	Care
S05	E15	337	it's--it's kira moon, zephra's ceo.	Introduce
S05	E20	416	hey.	Greet
S05	E17	264	i'm one of the smartest people in the store.	Flaunt
S06	E03	247	so be a gentleman. go with the lights out.	Advise
S04	E11	42	oh, she probably thinks she's so great	Taunt
S04	E17	444	it's now time for the father-daughter dance.	Inform
S05	E15	538	man, i'm tired.	Complain
S06	E07	184	it's gonna be okay, jonah.	Comfort
S04	E13	480	i can't live with that kind of guilt.	Complain
S05	E15	124	this is already too much work.	Complain
S05	E19	502	can you get me a salami sandwich?	Ask for help
S04	E03	354	now, kelly, i want you to tell jonah what you're feeling.	Arrange
S04	E08	205	you don't know how to wrap a gift.	Criticize
S05	E15	182	yeah.	Agree
S06	E01	426	yes, i'm so sorry.	Apologise
S04	E03	63	but i'm more perceptive than most.	Flaunt
S05	E14	179	no, no, no, no, no.	Prevent
S05	E11	144	what if we gave them all computers, you know?	Advise
S05	E13	74	this is so unfair.	Complain
S06	E03	308	thank you, marcus.	Thank
S06	E08	506	did i miss a meeting? sorry.	Apologise
S05	E11	550	i feel like we really moved the needle today, guys.	Praise
S06	E06	415	it really is gorgeous.	Praise
S05	E20	106	nice to meet you.	Leave
S05	E07	72	you are a great manager	Praise
S05	E19	123	celine dion tickets go on sale today.	Inform
S05	E19	278	i'm gonna stop you right there.	Prevent
S05	E10	10	maybe you should just leave without her.	Advise
S05	E11	468	hey, guys, i'm pretty sure there are some sections	Inform
S05	E17	207	he's her brother.	Introduce
S05	E19	354	hey, amy, uh, janet is gonna say that we invaded her privacy.	Inform
S05	E16	355	you made your point.	Inform
S06	E02	290	um, i'm gonna- i gotta get back to work.	Leave
S04	E04	55	yeah, my hair is silkier, my skin's glowing	Flaunt
S06	E10	280	oh, no, i hate to hear that.	Complain
S05	E17	241	yeah, and thank you	Thank
S05	E16	368	sorry.	Apologise
S05	E13	383	a chunk of my hair fell out, and i will not be bald for my wedding!	Complain
S06	E09	568	jonah, thank you for believing in me.	Thank
S05	E09	538	this is her fault.	Criticize
S05	E07	138	excuse me just one second.	Leave
S04	E03	317	oh, wow, jonah had a little comment, shocking.	Inform
S06	E07	195	wow, that makes so much sense.	Praise
S05	E15	85	oh, sure, no problem.	Agree
S06	E05	385	it's your boy, kenan bravo.	Introduce
S05	E16	455	man, why'd you do that stupid google search?!	Criticize
S05	E07	361	i'm so sorry you have to witness this, maya.	Apologise
S05	E08	146	they do great work. i'm a fan, really.	Praise
S05	E12	509	do what i did.	Arrange
S06	E03	455	he's been yelling at people all day like he runs the store.	Criticize
S06	E01	468	but they have me on these calls all day every day!	Complain
S05	E19	225	sandra, don't touch it.	Prevent
S05	E21	90	just ask your friends to chip in	Advise
S06	E01	88	you are essential, and the true heroes	Praise
S05	E20	445	so nice to meet you. i've heard so much about you.	Greet
S04	E13	111	that i'm the best in the class.	Flaunt
S05	E09	272	no! stop whining!	Prevent
S04	E02	400	that was just beautiful, jerusha.	Praise
S05	E13	397	randy, what are you doing here?	Care
S05	E20	475	and kelci dumped you because you're a jackass.	Criticize
S05	E12	197	what the hell can you do?	Criticize
S04	E01	511	i mean, it's got over 50 programmable greetings, plus you can change the background.	Introduce
S05	E08	371	wow, thank you so much.	Thank
S05	E15	299	well, i'm so sorry.	Apologise
S06	E03	502	and every zone captain should have a walkie-talkie.	Advise
S04	E17	325	poor garrett, pining after a woman	Taunt
S04	E14	423	uh, total, i'd say you're looking at $18,000 for repairs.	Inform
S06	E09	509	all the times that you hurt my feelings.	Criticize
S04	E07	256	no, i am mad. you're an idiot.	Taunt
S06	E03	501	we should have go-back carts for each department.	Advise
S06	E06	473	dang, they take this crap way serious.	Complain
S05	E14	310	sorry, sorry, i-i'm just going to--	Apologise
S05	E15	318	it'll be easier on yourself if you confess.	Advise
S06	E02	434	shh, guys, best part!	Praise
S05	E20	424	i didn't mean to upset you or kelci	Apologise
S05	E15	291	oh, no. come on, this is nothing.	Comfort
S06	E01	163	they sent over a very detailed, step-by-step--	Inform
S06	E07	503	i'm sorry, kelly. i--	Apologise
S06	E05	128	and i wish there was something i could do to make it up to the black employees.	Inform
S05	E08	157	huh, right, yeah.	Agree
S05	E14	70	oh, hey, glenn.	Greet
S05	E13	231	look, i'm not saying it like it's a bad thing.	Oppose
S05	E12	330	oh, dad, this is my boss, amy. show her your belt buckle.	Introduce
S05	E09	431	maybe you should give them some space.	Advise
S05	E13	87	okay, i'm gonna pee and come back.	Leave
S06	E08	136	oh, absolutely.	Agree
S05	E20	470	not your fault, son.	Comfort
S05	E20	110	okay, dina, relax. it's just a surprise date.	Comfort
S04	E16	48	easter is upon us.	Inform
S04	E11	14	you have to keep them on 24/7, they are not waterproof	Inform
S05	E19	160	what's going on? is everything okay?	Care
S04	E05	197	oh, boy. mr. hilarious at work.	Joke
S04	E03	201	you are the most petty, jealous, and bitter person	Criticize
S05	E12	441	i am really proud of the woman you've become.	Praise
S04	E04	247	thank you.	Thank
S04	E17	408	no, no, you can't tell my parents.	Prevent
S05	E12	221	it's sandra kaluiokalani.	Introduce
S05	E07	461	yeah.	Agree
S05	E08	312	this guy does not support our troops!	Criticize
S04	E12	51	i asked you for candy cane.	Criticize
S05	E09	246	jonah, your last order took 33 minutes.	Criticize
S06	E01	20	the whole job is being a liaison to cloud 9	Inform
S04	E04	336	ugh, it's so good.	Praise
S04	E08	392	we get all this free stuff	Flaunt
S06	E09	579	i-i saw that memo, too. good job, glenn.	Praise
S05	E21	10	i have my ways.	Flaunt
S04	E08	125	mateo, go take over for sayid.	Arrange
S04	E05	198	what are you writing?	Care
S05	E08	226	i just want you to know that if you donate inside, you get a $5 gift card instead of nothing.	Inform
S05	E17	52	garrett, you're only giving packages to people with wristbands.	Arrange
S05	E19	529	and again, carol, i am so sorry	Apologise
S05	E07	167	oh, i thought i saw a manatee on the side of the road.	Joke
S04	E08	461	to the back. i have work to do.	Leave
S04	E17	271	don't read into the word  yet,  no.	Prevent
S05	E07	336	i like this one	Praise
S05	E11	514	i got tired of all the guff.	Complain
S04	E03	118	well, she's not just anyone. i mean, kelly is wonderful.	Praise
S05	E13	126	the kid's good.	Praise
S06	E07	412	you're gorgeous like a vodka girl.	Joke
S05	E14	404	and now, i'm going to pass it on to the best man, jerry's best friend, garrett.	Introduce
S05	E20	12	thank you for the almost compliment.	Thank
S04	E10	58	i don't understand why they make it so hard to apply for asylum.	Complain
S05	E19	28	you are the one who should apologize.	Criticize
S05	E09	347	we liked his confidence. mm.	Praise
S04	E11	207	stop talking to me!	Leave
S05	E09	52	you'll have 30 minutes to get the order in the car.	Arrange
S05	E15	109	how are things over here?	Care
S04	E06	452	i am so tired!	Complain
S04	E05	106	oh, and honey, watch out for the bird.	Care
S04	E10	383	this is my jurisdiction.	Inform
S06	E01	535	yeah, wow! great, that's great!	Praise
S04	E02	418	this is getting boring, yo. sleep-sleep!	Complain
S04	E14	81	but one day, i got it to do 25.	Flaunt
S04	E05	13	but only call if it is a true emergency like a fire, or a big storm, or a robbery, okay?	Inform
S06	E07	3	but don't be intimidated.	Comfort
S06	E03	4	i'm taking over for amy, and--	Inform
S04	E06	530	thank you, thank you. my parents will be so proud.	Thank
S05	E10	514	you did it.	Praise
S05	E09	213	he has a cutie patootie. we're all good-looking.	Flaunt
S05	E16	484	i can't even remember the last time i had a boyfriend.	Complain
S04	E12	446	yeah, why don't you go stew in softlines?	Advise
S04	E04	374	how you doing?	Care
S04	E01	204	no! it's messed up.	Complain
S05	E17	406	this is a class c felony.	Criticize
S05	E07	192	that's the third time i've fell for this.	Complain
S05	E21	516	mom, stop.	Prevent
S04	E16	541	oh, great.	Praise
S05	E18	251	you are an amazing mom. parker is an awesome kid.	Praise
S05	E16	35	the new policy says that you can have your phones now.	Inform
S05	E09	305	but the morning rush was insane	Complain
S04	E01	181	no. no. no, no, no, i-i did not mean	Oppose
S04	E01	137	what brings you to the store...again?	Care
S05	E17	115	sucked up any change.	Leave
S05	E14	279	oh, shut up, eric.	Prevent
S04	E02	228	that sounds amazing.	Praise
S05	E02	191	give that vino to me-no.	Joke
S04	E06	190	i have a great sense of humor.	Flaunt
S05	E16	247	so, you know, we can just sit back and relax.	Advise
S04	E07	418	look, we just want what's going to make you happy	Comfort
S05	E20	299	i'm mateo, by the way. i'm sure you've heard of me.	Introduce
S05	E20	511	did you just take my photo, you pervert?	Criticize
S05	E13	144	what's--what's going on friday?	Care
S05	E12	222	yeah, sure it is.	Agree
S05	E17	243	just messing with you, spongebob.	Joke
S06	E03	548	i'm sorry.	Apologise
S05	E06	85	oh, my god, they're so cute when they bicker.	Praise
S04	E08	56	just lots and lots of bugs.	Complain
S06	E07	404	i'm not disinfecting everything for my health.	Complain
S05	E09	519	i think i'm gonna head out.	Leave
S05	E19	22	you rubbed your wedding in my face for months. and then you asked me to be your maid of honor. i mean, that was just cruel.	Criticize
S05	E07	400	oh, this news is so great	Praise
S04	E10	266	i just gotta grab a few things.	Leave
S05	E12	360	hey, buddy.	Greet
S06	E06	218	thanks.	Thank
S05	E15	296	things are just really hard right now.	Complain
S05	E14	206	all right, guys, listen up.	Inform
S05	E15	309	you stay right here. i'm gonna be right back.	Leave
S04	E11	461	well, thanks for having my back, dins.	Thank
S05	E10	13	oh, jonah, little negotiating tip--	Advise
S05	E12	476	okay, my bad.	Apologise
S05	E16	26	great debate, guys. it's very useful.	Praise
S06	E07	325	kelly, this is wonderful.	Praise
S04	E01	486	actually, the store closed, like, 15 minutes ago.	Inform
S05	E16	208	yeah, i'm sorry	Apologise
S05	E17	134	hey, hey!	Greet
S05	E07	329	you need to take this seriously.	Advise
S04	E01	416	but you're making it pretty tough.	Criticize
S05	E10	467	i blew it, didn't i?	Complain
S06	E08	14	oh, i'm sorry.	Apologise
S04	E03	180	oh, so anytime a woman tells you what to do, it's shrieking?	Criticize
S04	E14	334	you're the most qualified person here, so...	Praise
S04	E12	363	you look good.	Praise
S05	E15	82	thank you.	Thank
S05	E18	404	i am so sorry, jonah.	Apologise
S04	E01	232	i'm not even allowed to spend more than $12 on lunch	Complain
S04	E03	282	you think you're so great? your boyish good looks aren't gonna age well. you're hitting a wall, pretty boy	Taunt
S05	E11	439	listen up, ladies, father of a daughter talking.	Inform
S05	E12	112	all organic, and only $13.	Introduce
S04	E17	493	ow! what the hell, cheyenne?	Criticize
S05	E11	509	we can go now.	Leave
S05	E06	439	marcus knocked all my felt tips on the floor	Complain
S04	E10	523	i'm so sorry i'm late.	Apologise
S04	E10	170	anyway, it's called a warehouse	Introduce
S05	E19	195	oh, um, that didn't happen.	Oppose
S05	E17	590	it will, amy. i'm gorgeous.	Flaunt
S06	E02	464	oh, that's really sweet, actually.	Praise
S05	E11	320	it's a freaky time.	Complain
S05	E18	135	yeah, thanks a lot. i...	Thank
S05	E07	39	yeah, sure.	Agree
S04	E01	156	i am doing very well.	Flaunt
S04	E04	407	let's meet our first contestant, marcus white!	Inform
S05	E14	509	dina, where have you been? i've been looking for you.	Care
S05	E14	354	so embarrassing.	Complain
S04	E16	118	yeah, but i don't know how to play a villain.	Complain
S06	E06	340	i wouldn't even buy myself a diamond	Complain
S05	E15	310	thank you.	Thank
S05	E19	170	i'll move her into seasonals with justine.	Arrange
S05	E16	235	yeah, okay, thanks.	Thank
S04	E12	513	i got a secret stash in my office.	Inform
S05	E15	108	hey!	Greet
S04	E10	406	well, i only skip work because you're always telling racist jokes.	Complain
S05	E08	462	great, that's awesome.	Praise
S05	E09	370	i will leave you to it. good-bye.	Leave
S04	E17	110	hey, guys!	Greet
S05	E21	542	because there's so much to think about.	Complain
S04	E17	359	you're emma's hero, amy.	Praise
S05	E17	123	sorry.	Apologise
S05	E08	518	what the hell? you're stealing our toys?	Criticize
S06	E04	60	why are we walking so fast? i'm literally winded.	Complain
S05	E07	82	i'm sorry, i don't know what that was.	Apologise
S05	E19	90	what--what are you doing here?	Care
S04	E05	164	can we please not do all of that right now?	Prevent
S06	E10	285	look, all you guys have to do is go in there	Arrange
S04	E16	297	as of now, i don't know the bunny's preferences	Inform
S04	E07	170	my life is literally hell.	Complain
S05	E07	304	if you help me out and all goes well	Ask for help
S04	E05	102	would you be able to go to my apartment and get this camisole?	Ask for help
S04	E14	267	you're more qualified than glenn ever was.	Praise
S04	E08	263	why does everyone here start conversations like that?	Complain
S05	E16	1	for anyone who hasn't already downloaded the zephra employee app, you need to.	Inform
S06	E08	481	that's not what i meant.	Oppose
S05	E09	344	thank you.	Thank
S05	E12	497	i attended multiple father-daughter dances alone, and when i was 16, everyone made fun of me	Complain
S06	E10	392	hmm. damn. i really thought we were vibing.	Complain
S04	E12	164	that is an amazing offer	Praise
S05	E21	325	hi, brett.	Greet
S04	E10	341	'cause i'm starting to feel attacked right now.	Complain
S05	E19	416	i'm starting to reek.	Complain
S04	E12	87	and corporate would like us to stay until closing so...	Inform
S04	E03	177	you're spraying all-purpose cleaner on the fruit?	Criticize
S05	E21	506	i wish you could see this. you're really struggling.	Taunt
S05	E16	457	you calm down. you're always starting stuff!	Criticize
S06	E01	459	what happened here?	Care
S05	E12	442	thanks, dad.	Thank
S06	E09	163	she's got less brains--	Taunt
S04	E05	46	okay, uh, you seem to be all set, so i guess i'm gonna go?	Leave
S05	E10	417	we're gonna take a sidebar.	Leave
S06	E04	90	i'm gonna turn this place into the most efficient machine	Inform
S05	E15	290	i'm sorry you had to see that, glenn.	Apologise
S04	E01	93	you can just stick it in the... in the p-photo lab.	Arrange
S05	E09	264	i am so sorry.	Apologise
S05	E16	249	i can't feel my hands.	Complain
S05	E18	259	yes.	Agree
S05	E12	475	i mean, come on. the editing is so choppy.	Complain
S05	E06	9	first, we're gonna be handing out goodie bags to the kids.	Arrange
S06	E10	424	excuse me. you can't be in here.	Prevent
S04	E04	246	hey, glenn, i think you left that in the parking lot.	Inform
S05	E12	56	but now i have tons student loan and credit card debts.	Complain
S04	E04	200	funny little people.	Joke
S06	E01	67	hey, any update on when you two lovebirds are moving to cali?	Care
S05	E06	501	uh, i am so honored to receive this sprite	Flaunt
S05	E14	350	how's it going?	Care
S05	E10	263	oh, um, amy, i'm so sorry	Apologise
S05	E10	91	really, it's amazing work that you're doing.	Praise
S04	E05	251	women have been birthing for thousands of years in all kinds of disgusting places.	Complain
S04	E02	500	oh, thank you, sayid.	Thank
S05	E17	130	well thank you	Thank
S04	E04	464	oh, no, i'm not spider-man.	Oppose
S05	E12	547	yeah, don't worry.	Comfort
S05	E06	236	she's my... she's my lady.	Introduce
S05	E11	332	i gotta be honest, that sounds awful.	Complain
S04	E11	238	check them all! go!	Arrange
S05	E18	4	i can do this from muscle memory.	Flaunt
S05	E13	482	look, mateo never got a work permit.	Inform
S04	E06	485	i'm sorry if that doesn't make you feel any better.	Apologise
S05	E08	316	it's just one gift card per customer.	Inform
S05	E11	198	you should be very proud of yourself.	Praise
S05	E14	336	yeah, i got it. sorry.	Apologise
S04	E08	374	he wouldn't have either, so--oh, this is a pickle.	Complain
S05	E14	67	sorry.	Apologise
S05	E13	453	print it out, and then run it back here to me.	Arrange
S04	E01	31	thank you for always tipping 20 bucks	Thank
S05	E14	59	no rush. no rush at all.	Comfort
S05	E16	223	how's stuff been going with you lately?	Care
S05	E16	15	when you enter the store, so no need to swipe in	Inform
S05	E07	419	don't be ashamed.	Comfort
S05	E10	311	okay, yeah, you're looking good on the trunk side.	Praise
S05	E17	141	jeff, this is isabel. she works at zephra.	Introduce
S04	E04	87	dina! what do i do? should i jump the railing?	Ask for help
S05	E16	317	you're a locker-licker too?	Joke
S05	E14	102	aw, that's beautiful.	Praise
S05	E17	48	so glenn, you're gonna be running care packages from the warehouse, or doing that waddle thing you do, whatever works.	Arrange
S05	E15	35	come on, peeps. dig in.	Arrange
S05	E14	331	nothing happened, okay? everything's fine.	Comfort
S04	E06	521	thank you.	Thank
S04	E14	19	and guys, i say this a lot,but we really need to wet down those raccoon droppings before we sweep.	Inform
